name_of_covered_entity,state,covered_entity_type,individuals_affected,breach_submission_date,type_of_breach,location_of_breached_information
"ST Psychotherapy, LLC",WI,Healthcare Provider,509.0,12/23/2015,Theft,Laptop
Allina Health,MN,Healthcare Provider,6195.0,12/23/2015,Improper Disposal,Paper/Films
WhiteGlove Health,TX,Healthcare Provider,975.0,12/23/2015,Unauthorized Access/Disclosure,Email
"Oceans Acquisition, Inc.",TX,Healthcare Provider,659.0,12/22/2015,Theft,Laptop
Belgrade Regional Health Center,ME,Healthcare Provider,854.0,12/18/2015,Unauthorized Access/Disclosure,Paper/Films
"Physicians Health Plan of Northern Indiana, Inc.",IN,Health Plan,1708.0,12/18/2015,Unauthorized Access/Disclosure,Paper/Films
Fidelis Care ,NY,Health Plan,738.0,12/15/2015,Unauthorized Access/Disclosure,Paper/Films
Fidelis Care ,NY,Health Plan,687.0,12/15/2015,Unauthorized Access/Disclosure,Paper/Films
New Mexico Department of Health,NM,Healthcare Provider,561.0,12/15/2015,Theft,Laptop
Northwest Primary Care Group,OR,Healthcare Provider,5327.0,12/11/2015,Theft,"Desktop Computer, Paper/Films"
"Mary Ruth Buchness, MD, Dermatologist, P.C.",NY,Healthcare Provider,14910.0,12/11/2015,Unauthorized Access/Disclosure,Email
Maine General Health,ME,Healthcare Provider,500.0,12/8/2015,Hacking/IT Incident,Network Server
Middlesex Hospital,CT,Healthcare Provider,946.0,12/4/2015,Hacking/IT Incident,Email
Camelback Women's Health,AZ,Healthcare Provider,810.0,12/3/2015,Unauthorized Access/Disclosure,Paper/Films
Blue Cross and Blue Shield of Nebraska,NE,Health Plan,1872.0,12/3/2015,Unauthorized Access/Disclosure,Paper/Films
University of Colorado Health,CO,Healthcare Provider,827.0,12/2/2015,Unauthorized Access/Disclosure,Electronic Medical Record
Keenan & Associates,CA,Business Associate,35404.0,12/1/2015,Unauthorized Access/Disclosure,Network Server
Cottage Health,CA,Healthcare Provider,11000.0,12/1/2015,Unauthorized Access/Disclosure,Network Server
Centegra Health System ,IL,Healthcare Provider,2929.0,12/1/2015,Unauthorized Access/Disclosure,Paper/Films
PeaceHealth,WA,Healthcare Provider,1407.0,11/30/2015,Unauthorized Access/Disclosure,Other
"Carolyn B Lyde, MD, PA",TX,Healthcare Provider,1500.0,11/30/2015,Theft,Laptop
"New Dimension Group, LLC",NC,Healthcare Provider,1275.0,11/25/2015,Loss,Other Portable Electronic Device
Pathways Professional Counseling,AL,Healthcare Provider,986.0,11/24/2015,Theft,Laptop
Cigna Home Delivery Pharmacy,CT,Healthcare Provider,592.0,11/23/2015,Unauthorized Access/Disclosure,Paper/Films
"Alaska Orthopedic Specialists, Inc.",AK,Healthcare Provider,553.0,11/19/2015,Theft,Email
"UC Health, LLC",OH,Healthcare Provider,1064.0,11/14/2015,Unauthorized Access/Disclosure,Email
"Midlands Orthopaedics, P.A. ",SC,Healthcare Provider,3902.0,11/13/2015,Hacking/IT Incident,Network Server
HealthPoint,WA,Healthcare Provider,1300.0,11/13/2015,Theft,Laptop
"OH Muhlenberg, LLC ",KY,Healthcare Provider,84681.0,11/13/2015,Hacking/IT Incident,"Desktop Computer, Email, Laptop, Network Server, Other Portable Electronic Device"
North Carolina Department of Health and Human Services,NC,Health Plan,524.0,11/13/2015,Unauthorized Access/Disclosure,Email
"Good Care Pediatric, LLP",NY,Healthcare Provider,2300.0,11/12/2015,Hacking/IT Incident,Desktop Computer
Dean Health Plan,WI,Health Plan,960.0,11/11/2015,Loss,Paper/Films
Rush University Medical Center,IL,Healthcare Provider,1529.0,11/6/2015,Unauthorized Access/Disclosure,Paper/Films
"LTC Dental, P.C.",AL,Healthcare Provider,1680.0,10/28/2015,Theft,Laptop
Children's Medical Clinics of East Texas,TX,Healthcare Provider,16000.0,10/28/2015,Unauthorized Access/Disclosure,Desktop Computer
Bon Secours Saint Francis ,SC,Healthcare Provider,1997.0,10/26/2015,Unauthorized Access/Disclosure,Electronic Medical Record
"Florida Department of Health, Children's Medical Services",FL,Healthcare Provider,500.0,10/23/2015,Unauthorized Access/Disclosure,Paper/Films
EnvisionRx,OH,Business Associate,540.0,10/23/2015,Unauthorized Access/Disclosure,Paper/Films
Indian Territory Home Health and Hospice,OK,Healthcare Provider,4500.0,10/22/2015,Hacking/IT Incident,Email
Huntington Medical Research Institutes,CA,Healthcare Provider,4300.0,10/20/2015,Unauthorized Access/Disclosure,"Laptop, Other Portable Electronic Device"
OsteoMed LP,TX,Health Plan,1134.0,10/20/2015,Theft,Other
North Carolina Department of Health and Human Services,NC,Health Plan,1615.0,10/19/2015,Hacking/IT Incident,Email
"BeHealthy Florida, Inc.",FL,Health Plan,835.0,10/19/2015,Unauthorized Access/Disclosure,Paper/Films
 Woodhull Medical and Mental Health Center ,NY,Healthcare Provider,1581.0,10/19/2015,Theft,Laptop
Robert D. Chatlos DMD & Assoc,PA,Business Associate,2900.0,10/18/2015,Theft,Other Portable Electronic Device
Emergence Health Network,TX,Healthcare Provider,11100.0,10/16/2015,Hacking/IT Incident,Network Server
"Nephropathology Associates, PLC",AR,Healthcare Provider,1260.0,10/16/2015,Unauthorized Access/Disclosure,Email
Centene Management Corporation,MO,Health Plan,8208.0,10/15/2015,Theft,Other Portable Electronic Device
University of Oklahoma Department of Urology,OK,Healthcare Provider,9300.0,10/10/2015,Theft,Laptop
SSM Health Cancer Care,MO,Healthcare Provider,643.0,10/9/2015,Unauthorized Access/Disclosure,Paper/Films
The Johns Hopkins Hospital,MD,Healthcare Provider,571.0,10/9/2015,Theft,Laptop
Aspire Home Care and Hospice,OK,Healthcare Provider,4278.0,10/9/2015,Hacking/IT Incident,Email
Anne Arundel Health System,MD,Healthcare Provider,2208.0,10/8/2015,Unauthorized Access/Disclosure,Paper/Films
Insurance Data Services,MI,Business Associate,2918.0,10/8/2015,Theft,Paper/Films
CarePlus Health Plans [case 18772],KY,Health Plan,2873.0,10/6/2015,Unauthorized Access/Disclosure,Paper/Films
Sentara Healthcare ,VA,Healthcare Provider,1040.0,10/2/2015,Theft,Other Portable Electronic Device
Baptist Health and Arkansas Health Group,AR,Healthcare Provider,6500.0,10/1/2015,Unauthorized Access/Disclosure,Electronic Medical Record
Humana Inc [Case 18652],KY,Health Plan,2815.0,9/30/2015,Theft,"Laptop, Paper/Films"
"Kindred Nursing Centers West, L.L.C.",CA,Healthcare Provider,1125.0,9/25/2015,Theft,Desktop Computer
Silverberg Surgical and Medical Group,CA,Healthcare Provider,857.0,9/25/2015,Unauthorized Access/Disclosure,Network Server
"Horizon Healthcare Services, Inc., doing business as Horizon Blue Cross Blue Shield of New Jersey, and its affiliates",NJ,Health Plan,1173.0,9/24/2015,Unauthorized Access/Disclosure,"Electronic Medical Record, Other"
Sunquest Information Systems,AZ,Business Associate,2100.0,9/24/2015,Theft,Laptop
"Barrington Orthopedic Specialists, Ltd",IL,Healthcare Provider,1009.0,9/24/2015,Theft,"Laptop, Other"
Skin and Cancer Center of Arizona,AZ,Healthcare Provider,3311.0,9/21/2015,Unauthorized Access/Disclosure,Paper/Films
Heartland Health Clinic,VA,Healthcare Provider,3650.0,9/21/2015,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Network Server"
Molina Healthcare,CA,Health Plan,54203.0,9/18/2015,Theft,Desktop Computer
Health Care Service Corporation,IL,Health Plan,501.0,9/17/2015,Theft,Paper/Films
"Daniel A. Sheldon, M.D., P.A.",FL,Healthcare Provider,2075.0,9/16/2015,Hacking/IT Incident,Network Server
Louisiana State University Health Sciences Center-New Orleans,LA,Healthcare Provider,14500.0,9/15/2015,Theft,Laptop
"Affinity Health Plan, Inc.",NY,Health Plan,721.0,9/14/2015,Unauthorized Access/Disclosure,Paper/Films
Sutter Medical Foundation,CA,Healthcare Provider,2302.0,9/11/2015,Unauthorized Access/Disclosure,Email
Blue Cross Blue Shield of North Carolina,NC,Health Plan,1530.0,9/11/2015,Unauthorized Access/Disclosure,Paper/Films
Blue Cross Blue Shield of North Carolina,NC,Health Plan,807.0,9/11/2015,Unauthorized Access/Disclosure,Paper/Films
"Excellus Health Plan, Inc.",NY,Health Plan,9358891.0,9/9/2015,Hacking/IT Incident,Network Server
Oakland Family Services,MI,Healthcare Provider,16107.0,9/9/2015,Hacking/IT Incident,Email
Lee Memorial Health System,FL,Healthcare Provider,1508.0,9/7/2015,Unauthorized Access/Disclosure,Paper/Films
"University of California, Los Angeles Health",CA,Healthcare Provider,1242.0,9/1/2015,Theft,Laptop
"Minneapolis Clinic of Neurology, Ltd.",MN,Healthcare Provider,1450.0,8/31/2015,Theft,Laptop
Metropolitan Atlanta Rapid Transit Authority,GA,Health Plan,800.0,8/27/2015,Unauthorized Access/Disclosure,Paper/Films
Merit Health Northwest Mississippi,MS,Healthcare Provider,846.0,8/26/2015,Theft,Electronic Medical Record
"ROBERT SOPER, M.D.",CA,Healthcare Provider,2000.0,8/26/2015,Theft,Desktop Computer
Children's Hospital Medical Center of Akron,OH,Healthcare Provider,7664.0,8/26/2015,Loss,Other Portable Electronic Device
"Lancaster Cardiology Medical Group, and Sunder Heart Institute and Vascular Medical Clinic",CA,Healthcare Provider,1200.0,8/24/2015,Theft,"Desktop Computer, Laptop, Network Server, Other Portable Electronic Device"
"Pediatric Gastroenterology, Hepatology & Nutrition of Florida, P.A.",FL,Healthcare Provider,13000.0,8/24/2015,Theft,Paper/Films
"PT Northwest, LLC",OR,Healthcare Provider,1500.0,8/21/2015,Unauthorized Access/Disclosure,Email
Pediatric Group LLC,IL,Healthcare Provider,10000.0,8/21/2015,Hacking/IT Incident,Network Server
"Empi Inc and DJO, LLC",MN,Healthcare Provider,160000.0,8/20/2015,Theft,Laptop
Colorado Department of Health Care Policy and Financing,CO,Health Plan,1622.0,8/18/2015,Unauthorized Access/Disclosure,Paper/Films
Cancer Care Northwest,WA,Healthcare Provider,1426.0,8/17/2015,Loss,Paper/Films
"Endocrinology Associates, Inc.",OH,Healthcare Provider,1400.0,8/14/2015,Unauthorized Access/Disclosure,Other
Walgreen Co.,IL,Healthcare Provider,8345.0,8/7/2015,Unauthorized Access/Disclosure,Paper/Films
Baylor College of Medicine,TX,Healthcare Provider,1004.0,8/7/2015,Theft,"Other Portable Electronic Device, Paper/Films"
"Max M Bayard MD, PC",VT,Healthcare Provider,2000.0,8/7/2015,Theft,"Laptop, Other Portable Electronic Device"
T.J. Samson Community Hospital,KY,Healthcare Provider,2060.0,8/7/2015,Unauthorized Access/Disclosure,Email
Lawrence General Hospital,MA,Healthcare Provider,2071.0,8/5/2015,Loss,Other Portable Electronic Device
VA Black Hills Health Care System,SD,Healthcare Provider,1168.0,8/4/2015,Unauthorized Access/Disclosure,Paper/Films
"Orlantino Dyoco, M.D.",CA,Healthcare Provider,9000.0,8/3/2015,Theft,"Desktop Computer, Laptop"
North East Medical Services (NEMS),CA,Healthcare Provider,69246.0,7/31/2015,Theft,Laptop
"Siouxland Anesthesiology, Ltd.",SD,Healthcare Provider,13000.0,7/31/2015,Hacking/IT Incident,Network Server
Sioux Falls VA Health Care System,SD,Healthcare Provider,1111.0,7/30/2015,Loss,Paper/Films
"Prima CARE, PC",MA,Healthcare Provider,1651.0,7/29/2015,Unauthorized Access/Disclosure,Paper/Films
East Bay Perinatal Medical Associates,CA,Business Associate,1494.0,7/29/2015,Unauthorized Access/Disclosure,Laptop
The McLean Hospital Corporation,MA,Healthcare Provider,12673.0,7/28/2015,Loss,Other Portable Electronic Device
OhioHealth,OH,Healthcare Provider,1006.0,7/24/2015,Loss,Other Portable Electronic Device
"Advanced Radiology Consultants, LLC",CT,Healthcare Provider,855.0,7/24/2015,Unauthorized Access/Disclosure,Electronic Medical Record
"Healthfirst Affiliates that include Healthfirst PHSP, Inc., Managed Health, Inc., HF Management Services, LLC, and Senior Health Partners ",NY,Health Plan,5338.0,7/24/2015,Hacking/IT Incident,Electronic Medical Record
"Urology Associates, Professional Corporation",MT,Healthcare Provider,6500.0,7/24/2015,Unauthorized Access/Disclosure,Paper/Films
Medical Informatics Engineering,IN,Business Associate,3500000.0,7/23/2015,Hacking/IT Incident,"Electronic Medical Record, Network Server"
Montefiore Medical Center ,NY,Healthcare Provider,12517.0,7/22/2015,Theft,Electronic Medical Record
Special Agents Mutual Benefit Association,MD,Health Plan,1475.0,7/20/2015,Hacking/IT Incident,Network Server
"University of California, Los Angeles Health",CA,Healthcare Provider,4500000.0,7/17/2015,Hacking/IT Incident,Network Server
Arkansas Blue Cross and Blue Shield,AR,Health Plan,560.0,7/14/2015,Theft,Desktop Computer
Maricopa Special  Health Care District - Maricopa Integrated Health System,AZ,Healthcare Provider,633.0,7/14/2015,Loss,Other Portable Electronic Device
Mayo Clinic Health System- Red Wing,MN,Healthcare Provider,601.0,7/13/2015,Unauthorized Access/Disclosure,Electronic Medical Record
Amsterdam Nursing Home Corporation (1992),NY,Healthcare Provider,621.0,7/10/2015,Loss,Paper/Films
Howard University,DC,Healthcare Provider,1445.0,7/10/2015,Unauthorized Access/Disclosure,Paper/Films
"Integral Health Plan, Inc.",FL,Health Plan,7549.0,7/10/2015,Unauthorized Access/Disclosure,Paper/Films
Massachusetts General Hospital,MA,Healthcare Provider,648.0,7/8/2015,Unauthorized Access/Disclosure,Email
Georgia Department of Human Services,GA,Health Plan,2983.0,7/8/2015,Unauthorized Access/Disclosure,Email
FireKeepers Casino Hotel,MI,Health Plan,7666.0,7/3/2015,Hacking/IT Incident,Network Server
"University of Oklahoma, Department of Obstetrics and Gynecology",OK,Healthcare Provider,7693.0,7/3/2015,Theft,Laptop
Orlando Health,FL,Healthcare Provider,3421.0,7/2/2015,Unauthorized Access/Disclosure,Electronic Medical Record
UPMC Health Plan,PA,Health Plan,722.0,7/2/2015,Unauthorized Access/Disclosure,Email
"Meritus Medical Center, Inc.",MD,Healthcare Provider,1029.0,6/26/2015,Unauthorized Access/Disclosure,Electronic Medical Record
CVS Health,RI,Healthcare Provider,12914.0,6/26/2015,Theft,Desktop Computer
Episcopal Health Services Inc. d/b/a St. John's Episcopal Hospital,NY,Healthcare Provider,509.0,6/25/2015,Theft,Electronic Medical Record
"Heartland Dental, LLC",IL,Business Associate,2860.0,6/24/2015,Hacking/IT Incident,Network Server
"Central Brooklyn Medical Group, PC",NY,Healthcare Provider,4223.0,6/19/2015,Unauthorized Access/Disclosure,Other
University of California Irvine Medical Center,CA,Healthcare Provider,4859.0,6/17/2015,Unauthorized Access/Disclosure,Electronic Medical Record
St. Martin Parish School Based Health Centers,LA,Healthcare Provider,3000.0,6/15/2015,Theft,"Desktop Computer, Electronic Medical Record, Laptop"
"Global Care Delivery, Inc.",TX,Business Associate,18213.0,6/12/2015,Theft,Laptop
"National Seating & Mobility, Inc.",TN,Healthcare Provider,9627.0,6/12/2015,Theft,"Email, Laptop, Paper/Films"
The Department of Aging and Disability Services,TX,Health Plan,6600.0,6/11/2015,Unauthorized Access/Disclosure,Network Server
"Implants, Dentures & Dental",NV,Healthcare Provider,12000.0,6/10/2015,Theft,"Electronic Medical Record, Laptop, Network Server, Other, Other Portable Electronic Device"
"United Seating and Mobility, LLC d/b/a Numotion",CT,Healthcare Provider,2722.0,6/10/2015,Theft,Laptop
California Physicians' Service d/b/a Blue Shield of California,CA,Health Plan,843.0,6/9/2015,Unauthorized Access/Disclosure,Network Server
"Keystone Pharmacy, Inc.",MD,Healthcare Provider,500.0,6/9/2015,Unauthorized Access/Disclosure,"Other, Paper/Films"
"Truman Medical Center, Incorporated",MO,Healthcare Provider,503.0,6/9/2015,Unauthorized Access/Disclosure,Other
Fred Finch Youth Center,CA,Healthcare Provider,6871.0,6/5/2015,Theft,"Network Server, Other"
Stanislaus Surgical Hospital,CA,Healthcare Provider,1170.0,6/4/2015,Theft,"Desktop Computer, Other Portable Electronic Device, Paper/Films"
Lancaster County EMS,SC,Healthcare Provider,50000.0,6/4/2015,Improper Disposal,Other Portable Electronic Device
"Gallant Risk & Insurance Services, Inc.",CA,Business Associate,995.0,6/3/2015,Theft,Laptop
Rite Aid Corporation,PA,Healthcare Provider,2345.0,6/3/2015,Theft,"Other, Paper/Films"
Oregon's Health CO-OP,OR,Health Plan,14000.0,6/1/2015,Theft,Laptop
New York City Health and Hospitals Corporation - Metropolitan Hospital Center,NY,Healthcare Provider,3957.0,6/1/2015,Unauthorized Access/Disclosure,Email
BUFFALO HEART GROUP,NY,Healthcare Provider,567.0,5/28/2015,Unauthorized Access/Disclosure,Electronic Medical Record
University of Rochester Medical Center and Affiliates,NY,Healthcare Provider,3403.0,5/22/2015,Unauthorized Access/Disclosure,Paper/Films
Beacon Health System,IN,Healthcare Provider,306789.0,5/22/2015,Hacking/IT Incident,Email
Thomas H. Boyd Memorial Hospital,IL,Healthcare Provider,8300.0,5/21/2015,Unauthorized Access/Disclosure,Paper/Films
CareFirst Blue Cross Blue Shield,MD,Health Plan,1300000.0,5/20/2015,Hacking/IT Incident,Network Server
"Success 4 Kids & Families, Inc.",FL,Healthcare Provider,506.0,5/20/2015,Theft,Laptop
"Sharon J. Jones, M.D.",CA,Business Associate,1342.0,5/19/2015,Theft,"Desktop Computer, Laptop, Paper/Films"
Alexian Brothers Medical Center,IL,Healthcare Provider,632.0,5/19/2015,Unauthorized Access/Disclosure,Desktop Computer
Associated Dentists-Roseville Office,MN,Healthcare Provider,4725.0,5/18/2015,Theft,Laptop
Aflac,GA,Health Plan,6166.0,5/15/2015,Unauthorized Access/Disclosure,Paper/Films
The MetroHealth System,OH,Healthcare Provider,981.0,5/15/2015,Hacking/IT Incident,Desktop Computer
Duke LifePoint Conemaugh Memorial Medical Center,PA,Healthcare Provider,1551.0,5/15/2015,Theft,Desktop Computer
"Medical Management, LLC (MML)",NC,Business Associate,20512.0,5/15/2015,Theft,Other
UPMC,PA,Healthcare Provider,2259.0,5/15/2015,Theft,Other
"Unity Recovery Group, Inc.,Starting Point Detox LLC, Lakeside Treatment Center LLC, Changing Tides Transitional Living LLC, Unity Recovery Center, Inc",FL,Healthcare Provider,1000.0,5/11/2015,Unauthorized Access/Disclosure,"Email, Network Server, Other Portable Electronic Device"
Ventura County Health Care Agency,CA,Healthcare Provider,1339.0,5/6/2015,Loss,Paper/Films
Walgreen Co.,IL,Healthcare Provider,1138.0,5/1/2015,Loss,Paper/Films
"Partners HealthCare System, Inc.",MA,Healthcare Provider,3321.0,5/1/2015,Hacking/IT Incident,Network Server
County of Los Angeles ,CA,Healthcare Provider,880.0,4/29/2015,Theft,Paper/Films
Jacobi Medical Center,NY,Healthcare Provider,90060.0,4/28/2015,Unauthorized Access/Disclosure,Email
Bellevue Hospital Center,NY,Healthcare Provider,3334.0,4/28/2015,Unauthorized Access/Disclosure,Email
"Consolidated Tribal Health Project, Inc. ",CA,Healthcare Provider,4885.0,4/28/2015,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server, Other Portable Electronic Device"
University of Illinois at Chicago,IL,Healthcare Provider,3000.0,4/28/2015,Theft,Laptop
"Clinical Reference Laboratory, Inc.",KS,Healthcare Provider,864.0,4/28/2015,Loss,Paper/Films
